model_names,ratings,price,imgURL,storage_ram,os_processor,network,battery,battery_capacity,storage_capacity,ram_capacity
"Redmi 6 (Gold, 64 GB)",4.4,10499.0,https://rukminim2.flixcart.com/image/312/312/jlo1tow0/mobile/g/v/x/mi-redmi-6-na-original-imaf8qtkgh6qhs3p.jpeg?q=70,Internal Storage64 GBRAM3 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Oreo 8.1Processor Type2.0 GHz Mediatek P22 OctacoreProcessor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type3G, 4G VOLTE, 2GSupported Networks4G VoLTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLithium-polymer,3000.0,64.0,3.0
"Redmi Note 7S (Moonlight White, 64 GB)",4.4,13999.0,https://rukminim2.flixcart.com/image/312/312/k51cpe80pkrrdj/mobile/y/p/w/mi-redmi-note-7s-mzb8007in-original-imafj36gn3qw2kvt.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Pie 9Processor TypeQualcomm Snapdragon 660 AIEProcessor CoreOcta CorePrimary Clock Speed2.2 GHzSecondary Clock Speed1.8 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, 4G LTE-TDD: B40, B41, 4G LTE-FDD: B1, B3, B5, B8, CA: 1C (Only DLCA), 3C, 40C, 41C","Network Type2GSupported Networks4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAhBattery TypeLi-polymer,4000.0,64.0,4.0
"Redmi Note 7 Pro (Nebula Red, 64 GB)",4.5,16999.0,https://rukminim2.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/y/m/h/mi-redmi-note-7-pro-mzb7466in-original-imafhvrdxeueacku.jpeg?q=70,Internal Storage64 GBRAM6 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Pie 9Processor TypeQualcomm Snapdragon 675Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.7 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE TDD - B40, B41, LTE FDD - B1, B3, B5, B8, CA - 1C (Only DLCA), 3C, 40C, 41C","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh,4000.0,64.0,6.0
"Redmi Note 7 Pro (Space Black, 128 GB)",4.5,16999.0,https://rukminim2.flixcart.com/image/312/312/jskofww0/mobile/y/h/u/mi-redmi-note-7-pro-na-original-imafe4b62yeycjfq.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Pie 9.0Processor TypeQualcomm Snapdragon 675Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.7 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE TDD - B40, B41, LTE FDD - B1, B3, B5, B8, CA - 1C (Only DLCA), 3C, 40C, 41C","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh,4000.0,128.0,6.0
"Mi A1 (Black, 64 GB)",4.4,14599.0,https://rukminim2.flixcart.com/image/312/312/j752nww0/mobile/h/e/t/mi-mi-a1-na-original-imaexg9njdddfphr.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid Nougat 7.1.2Processor TypeQualcomm Snapdragon 625 64 bit Octa Core 2GHzProcessor CoreOcta CorePrimary Clock Speed2 GHzOperating FrequencyGSM - 850 / 900 / 1800 / 1900 MHz, WCDMA - 850 / 900 / 1900 / 2100 MHz, 4G LTE - TDD Band (40 / 41), FDD - Band (1 / 3 / 5)","Network Type3G, 4G VOLTESupported NetworksGSM, 4G VoLTE, UMTS, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version4.2Wi-FiYesWi-Fi Version802.11 b/g/n/acUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity3080 mAh,3080.0,64.0,4.0
"Mi 11X Pro 5G (Lunar White, 256 GB)",4.0,39999.0,https://rukminim2.flixcart.com/image/312/312/kox8b680/mobile/r/z/z/11x-pro-5g-11x-pro-mi-original-imag39qjujuhjerp.jpeg?q=70,Internal Storage256 GBRAM8 GBMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 888Processor CoreOcta CorePrimary Clock Speed2.84 GHzOperating Frequency2G GSM: 850/900/1800/1900 MHz, 3G WDCMA: B1/B2/B5/B8, 4G LTE FDD: B1/B3/B5/B7/B8, 4G LTE TDD: B38/B40/B41, 5G: n77/n78","Network Type5G, 4G, 3G, 2GSupported Networks5G, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac/ax (Wi-Fi 6)Wi-Fi HotspotYesInfraredYesUSB ConnectivityYesEDGEYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4520 mAh,4520.0,256.0,8.0
"MI4 (White, 16 GB)",4.1,14999.0,https://rukminim2.flixcart.com/image/312/312/mobile/3/q/h/mi-mzb4239in-original-imae3z7uqh9gpypz.jpeg?q=70,Internal Storage16 GBRAM3 GBPhone Book MemoryYesCall Log MemoryYesSMS MemoryYes,"Operating SystemAndroid KitKat 4.4.4Processor TypeQualcomm MSM8274AC Snapdragon 801 Krait 400Processor CoreQuad CorePrimary Clock Speed2.5 GHzOperating FrequencyGSM - 850, 900, 1800, 1900; WCDMA - 2100","Network Type3G, 2GSupported NetworksGSMInternet Connectivity3G, Wi-Fi, GPRS, EDGE3GYes3G SpeedHSPA+GPRSYesPre-installed BrowserMIUIBluetooth SupportYesBluetooth Version4Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesEDGEYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity3080 mAhBattery TypeLi-Ion Polymer,3080.0,16.0,3.0
"Redmi K20 (Glacier Blue, 64 GB)",4.5,22999.0,https://rukminim2.flixcart.com/image/312/312/jxz0brk0/mobile/9/a/k/redmi-k20-na-original-imafgb4xpxutp86a.jpeg?q=70,Internal Storage64 GBRAM6 GB,"Operating SystemAndroid Pie 9.0Processor TypeQualcomm Snapdragon 730Processor CoreOcta CorePrimary Clock Speed2.2 GHzSecondary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE TDD - B38, B40, B41 (120MHz), LTE FDD - B1, B3, B5, B7, B8","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh,4000.0,64.0,6.0
"Mi A3 (More Than White, 128 GB)",4.2,17499.0,https://rukminim2.flixcart.com/image/312/312/k4rcmfk0pkrrdj/mobile-refurbished/t/t/x/redmi-a3-128-u-mzb7978in-mi-6-original-imafny2n2qygagz5.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage256 GBMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Pie 9Processor TypeQualcomm Snapdragon 665Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed2 GHzOperating FrequencyGSM : B2/B3/B5/B8, WCDMA : B1/B2/B5/B8, TDD-LTE: B40/B41 (2535 -2655MHz), FDD-LTE: B1/B3/B5/B8","Network Type4G VOLTE, 4G, 2G, 3GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11a/b/g/n/acWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesGPS SupportYes",Battery Capacity4030 mAhBattery TypeLithium-ion,4030.0,128.0,6.0
"Xiaomi 11i 5G (Camo Green, 128 GB)",4.2,24999.0,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/i/w/n/-original-imagag2gugrdkbwu.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage1 TBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Dimensity 920Processor CoreOcta CorePrimary Clock Speed2.5 GHzSecondary Clock Speed2 GHzOperating Frequency5G NR: N1, N3, N5, N8, N28, N40, N77, N78, 4G FDD: B1, B3, B5, B8, 4G TDD: B40, B41, 3G WCDMA: B1, B2, B5, B8, 2G GSM: B2, B3, B5, B8","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11a/b/g/n/ac/axWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5160 mAhTalk Time30 hrs,5160.0,128.0,6.0
"Redmi 6 (Blue, 64 GB)",4.4,10499.0,https://rukminim2.flixcart.com/image/312/312/jmkwya80/mobile/k/a/z/mi-redmi-6-na-original-imaf9gmdzvy9gznd.jpeg?q=70,Internal Storage64 GBRAM3 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Oreo 8.1Processor Type2.0 GHz Mediatek P22 OctacoreProcessor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type3G, 4G VOLTE, 2GSupported Networks4G VoLTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLithium-polymer,3000.0,64.0,3.0
"Mi Mix 2 (Black, 128 GB)",4.3,37999.0,https://rukminim2.flixcart.com/image/312/312/j8bxvgw0-1/mobile/g/j/z/mi-mi-mix-2-na-original-imaeydgnjzmvxwfz.jpeg?q=70,Internal Storage128 GBRAM6 GB,"Operating SystemAndroid Nougat 7.1.1Processor TypeQualcomm Snapdragon 835 Octa Core 2.5 GHzProcessor CoreOcta CorePrimary Clock Speed2.5 GHzOperating Frequency4G LTE TDD - B34, B38, B39, B40, B41 (2496 - 2690 MHz), LTE FDD - B1, B2, B3, B4, B5, B7, B8, B12, B13, B17, B18, B19, B20, B25, B26, B27 B28, B29, B30, WCDMA - B1, B2, B3, B4, B5, B6, B8, B9, B19, GSM - B2, B3, B5, B8","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, UMTS, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11 a/b/g/n/acNFCYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3400 mAh,3400.0,128.0,6.0
"Redmi 6 (Black, 64 GB)",4.4,10499.0,https://rukminim2.flixcart.com/image/312/312/jndhrbk0/mobile/n/h/j/mi-redmi-6-na-original-imafa2z2jfaky6bf.jpeg?q=70,Internal Storage64 GBRAM3 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Oreo 8.1Processor Type2.0 GHz Mediatek P22 OctacoreProcessor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type3G, 4G VOLTE, 2GSupported Networks4G VoLTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLithium-polymer,3000.0,64.0,3.0
"Redmi Note 6 Pro (Rose Gold, 64 GB)",4.5,15999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/m/n/redmi-note-6-pro-m1806e7ti-mi806e7ti-mi-original-imafbydzyukyqjxh.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 636Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, 4G LTE TDD - B40, B41, FDD - B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh,4000.0,64.0,4.0
"Redmi Note 11 PRO Plus 5G (PHANTOM WHITE, 256 GB)",4.2,25999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/u/p/-original-imagd7gszvwcsmgr.jpeg?q=70,Internal Storage256 GBRAM8 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.2 GHz,Network Type5GSupported Networks5G,Battery Capacity5000 mAh,5000.0,256.0,8.0
"Redmi Note 4 (Dark Grey, 64 GB)",4.4,12749.0,https://rukminim2.flixcart.com/image/312/312/mobile/9/8/z/mi-redmi-note-4-na-original-imaeqdxjuadhagfc.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid Marshmallow 6.0.1Processor TypeQualcomm Snapdragon 625 64-bit Octa Core 2GHzProcessor CoreOcta CorePrimary Clock Speed2 GHzOperating FrequencyGSM - 850 / 900 / 1800 / 1900 MHz; WCDMA - 850 / 900 / 1900 / 2100 MHz; 4G LTE (TDD) - B40, LTE (FDD) - B3 / B5","Network Type3G, 4G VOLTESupported Networks4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesPre-installed BrowserAndroidMicro USB PortYesBluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11 b/g/nUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4100 mAh,4100.0,64.0,4.0
"11 Lite NE (Jazz Blue, 128 GB)",4.0,22890.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/8/j/-original-imaggcz6qkeffskx.jpeg?q=70,Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz,"Network Type5G, 4G, 3G, 2GSupported Networks5G",Battery Capacity4250 mAh,4250.0,128.0,8.0
"Redmi K20 (Glacier Blue, 64 GB)",4.5,22999.0,https://rukminim2.flixcart.com/image/312/312/jxz0brk0/mobile/9/a/k/redmi-k20-na-original-imafgb4xpxutp86a.jpeg?q=70,Internal Storage64 GBRAM6 GB,"Operating SystemAndroid Pie 9.0Processor TypeQualcomm Snapdragon 730Processor CoreOcta CorePrimary Clock Speed2.2 GHzSecondary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE TDD - B38, B40, B41 (120MHz), LTE FDD - B1, B3, B5, B7, B8","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh,4000.0,64.0,6.0
"Mi A3 (More Than White, 128 GB)",4.2,17499.0,https://rukminim2.flixcart.com/image/312/312/k4rcmfk0pkrrdj/mobile-refurbished/t/t/x/redmi-a3-128-u-mzb7978in-mi-6-original-imafny2n2qygagz5.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage256 GBMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Pie 9Processor TypeQualcomm Snapdragon 665Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed2 GHzOperating FrequencyGSM : B2/B3/B5/B8, WCDMA : B1/B2/B5/B8, TDD-LTE: B40/B41 (2535 -2655MHz), FDD-LTE: B1/B3/B5/B8","Network Type4G VOLTE, 4G, 2G, 3GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11a/b/g/n/acWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesGPS SupportYes",Battery Capacity4030 mAhBattery TypeLithium-ion,4030.0,128.0,6.0
"Xiaomi 11i 5G (Camo Green, 128 GB)",4.2,24999.0,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/i/w/n/-original-imagag2gugrdkbwu.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage1 TBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Dimensity 920Processor CoreOcta CorePrimary Clock Speed2.5 GHzSecondary Clock Speed2 GHzOperating Frequency5G NR: N1, N3, N5, N8, N28, N40, N77, N78, 4G FDD: B1, B3, B5, B8, 4G TDD: B40, B41, 3G WCDMA: B1, B2, B5, B8, 2G GSM: B2, B3, B5, B8","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11a/b/g/n/ac/axWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5160 mAhTalk Time30 hrs,5160.0,128.0,6.0
"Redmi 6 (Blue, 64 GB)",4.4,10499.0,https://rukminim2.flixcart.com/image/312/312/jmkwya80/mobile/k/a/z/mi-redmi-6-na-original-imaf9gmdzvy9gznd.jpeg?q=70,Internal Storage64 GBRAM3 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Oreo 8.1Processor Type2.0 GHz Mediatek P22 OctacoreProcessor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type3G, 4G VOLTE, 2GSupported Networks4G VoLTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLithium-polymer,3000.0,64.0,3.0
"Redmi 6 (Black, 64 GB)",4.4,10499.0,https://rukminim2.flixcart.com/image/312/312/jndhrbk0/mobile/n/h/j/mi-redmi-6-na-original-imafa2z2jfaky6bf.jpeg?q=70,Internal Storage64 GBRAM3 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Oreo 8.1Processor Type2.0 GHz Mediatek P22 OctacoreProcessor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type3G, 4G VOLTE, 2GSupported Networks4G VoLTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLithium-polymer,3000.0,64.0,3.0
"Mi Mix 2 (Black, 128 GB)",4.3,37999.0,https://rukminim2.flixcart.com/image/312/312/j8bxvgw0-1/mobile/g/j/z/mi-mi-mix-2-na-original-imaeydgnjzmvxwfz.jpeg?q=70,Internal Storage128 GBRAM6 GB,"Operating SystemAndroid Nougat 7.1.1Processor TypeQualcomm Snapdragon 835 Octa Core 2.5 GHzProcessor CoreOcta CorePrimary Clock Speed2.5 GHzOperating Frequency4G LTE TDD - B34, B38, B39, B40, B41 (2496 - 2690 MHz), LTE FDD - B1, B2, B3, B4, B5, B7, B8, B12, B13, B17, B18, B19, B20, B25, B26, B27 B28, B29, B30, WCDMA - B1, B2, B3, B4, B5, B6, B8, B9, B19, GSM - B2, B3, B5, B8","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, UMTS, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11 a/b/g/n/acNFCYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3400 mAh,3400.0,128.0,6.0
"Redmi Note 6 Pro (Rose Gold, 64 GB)",4.5,15999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/m/n/redmi-note-6-pro-m1806e7ti-mi806e7ti-mi-original-imafbydzyukyqjxh.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 636Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, 4G LTE TDD - B40, B41, FDD - B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh,4000.0,64.0,4.0
"Redmi Note 11 PRO Plus 5G (PHANTOM WHITE, 256 GB)",4.2,25999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/u/p/-original-imagd7gszvwcsmgr.jpeg?q=70,Internal Storage256 GBRAM8 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.2 GHz,Network Type5GSupported Networks5G,Battery Capacity5000 mAh,5000.0,256.0,8.0
"11 Lite NE (Jazz Blue, 128 GB)",4.0,22890.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/8/j/-original-imaggcz6qkeffskx.jpeg?q=70,Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz,"Network Type5G, 4G, 3G, 2GSupported Networks5G",Battery Capacity4250 mAh,4250.0,128.0,8.0
"Redmi Note 4 (Dark Grey, 64 GB)",4.4,12749.0,https://rukminim2.flixcart.com/image/312/312/mobile/9/8/z/mi-redmi-note-4-na-original-imaeqdxjuadhagfc.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid Marshmallow 6.0.1Processor TypeQualcomm Snapdragon 625 64-bit Octa Core 2GHzProcessor CoreOcta CorePrimary Clock Speed2 GHzOperating FrequencyGSM - 850 / 900 / 1800 / 1900 MHz; WCDMA - 850 / 900 / 1900 / 2100 MHz; 4G LTE (TDD) - B40, LTE (FDD) - B3 / B5","Network Type3G, 4G VOLTESupported Networks4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesPre-installed BrowserAndroidMicro USB PortYesBluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11 b/g/nUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4100 mAh,4100.0,64.0,4.0
"Redmi Note 5 (Gold, 32 GB)",4.4,10999.0,https://rukminim2.flixcart.com/image/312/312/jdkjzww0/mobile/f/w/5/redmi-note-5-mzb5913in-original-imaf2g8zntrqxwzj.jpeg?q=70,Internal Storage32 GBRAM3 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Nougat 7.1.2Processor TypeQualcomm Snapdragon 625Processor CoreOcta CorePrimary Clock Speed2 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, 4G LTE TDD - B40, B41 (2535 - 2655 MHz), LTE FDD - B1, B3, B5","Network Type3G, 4G VOLTE, 4GSupported NetworksGSM, WCDMA, 4G VoLTE, UMTS, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version4.2Wi-FiYesWi-Fi Version802.11 a/b/g/nUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh,4000.0,32.0,3.0
