model_names,ratings,price,imgURL,storage_ram,os_processor,network,battery,battery_capacity,storage_capacity,ram_capacity
"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)",4.2,26999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/r/f/-original-imaghkvuhzwge3za.jpeg?q=70,Internal Storage256 GBRAM8 GBTotal Memory256 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeMediatek Dimensity 1080Processor CoreOcta CorePrimary Clock Speed2.6 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B3/B5/B8, 3G WCDMA: B1/B5/B6/B8/B19, 4G LTE TDD: B34/B38/B39/B40/B41, 4G LTE FDD: B1/B3/B5/B8/B19, 5G SA: N1/N3/N5/N8/N28A/N38/N40/N41/N77/N78, 5G NSA: N38/N40/N41/N77/N78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesMicro USB PortYesMicro USB VersionUSB (Type C)Bluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionWi-Fi 6, Supports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAhBattery TypeLithium Polymer,5000.0,256.0,8.0
"REDMI K50i 5G (Quick Silver, 256 GB)",4.2,23999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/d/e/-original-imagq35cjaxnyfdg.jpeg?q=70,Internal Storage256 GBRAM8 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeDimensity 8100Processor CoreOcta CorePrimary Clock Speed2.85 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B2/B4/B5/B8, 4G LTE TDD: B38/B40/B41, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B20/B28A, 5G NSA+SA: N1/N3/N5/N7/N8/N20/N28A/N38/N40/N41/N77/N78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesMicro USB PortYesMicro USB VersionUSB Type CBluetooth SupportYesBluetooth Versionv5.3Wi-Fi VersionSupports 2.4 GHz and 5 GHz Dual Band, Supports WiFi 6Wi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5080 mAhBattery TypeLithium PolymerTalk Time30.5 Hours,5080.0,256.0,8.0
"REDMI Note 11 (Horizon Blue, 64 GB)",4.2,12758.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/n/p/-original-imagbgaezsnhsmnf.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz,"Network Type4G VOLTE, 4GSupported Networks4G VoLTE, 4G LTE",Battery Capacity5000 mAh,5000.0,64.0,4.0
"REDMI Note 11 (Horizon Blue, 128 GB)",4.2,14385.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/h/z/-original-imagbh7rzbvfgqex.jpeg?q=70,Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz,Network Type4G VOLTESupported Networks4G VoLTE,Battery Capacity5000 mAh,5000.0,128.0,6.0
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)",4.2,29999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/2/x/-original-imaghkvuqvdctjmx.jpeg?q=70,Internal Storage256 GBRAM8 GBTotal Memory256 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeMediatek Dimensity 1080Processor CoreOcta CorePrimary Clock Speed2.6 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B3/B5/B8, 3G WCDMA: B1/B5/B6/B8/B19, 4G LTE TDD: B34/B38/B39/B40/B41, 4G LTE FDD: B1/B3/B5/B8/B19, 5G SA: N1/N3/N5/N8/N28A/N38/N40/N41/N77/N78, 5G NSA: N38/N40/N41/N77/N78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesMicro USB PortYesMicro USB VersionUSB (Type C)Bluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionWi-Fi 6, Supports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4980 mAhBattery TypeLithium Polymer,4980.0,256.0,8.0
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)",4.2,24999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/r/f/-original-imaghkvuhzwge3za.jpeg?q=70,Internal Storage128 GBRAM8 GBTotal Memory128 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeMediatek Dimensity 1080Processor CoreOcta CorePrimary Clock Speed2.6 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B3/B5/B8, 3G WCDMA: B1/B5/B6/B8/B19, 4G LTE TDD: B34/B38/B39/B40/B41, 4G LTE FDD: B1/B3/B5/B8/B19, 5G SA: N1/N3/N5/N8/N28A/N38/N40/N41/N77/N78, 5G NSA: N38/N40/N41/N77/N78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesMicro USB PortYesMicro USB VersionUSB (Type C)Bluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionWi-Fi 6, Supports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAhBattery TypeLithium Polymer,5000.0,128.0,8.0
"REDMI 11 Prime 5G (Meadow Green, 64 GB)",4.2,13996.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/l/4/-original-imagg5g6pcfr37by.jpeg?q=70,Internal Storage64 GBRAM4 GB,Operating SystemAndroid 12Primary Clock Speed2.2 GHz,Network Type5GSupported Networks5G,Battery Capacity5000 mAh,5000.0,64.0,4.0
"REDMI 10 (Caribbean Green, 64 GB)",4.3,9999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/p/x/-original-imagk4nz54s7a7rf.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage1 TBMemory Card Slot TypeDedicated SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 680Processor CoreOcta CorePrimary Clock Speed2.4 GHzTertiary Clock Speed2.4 GHzOperating Frequency2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE: B1/B3/B5/8/B40/B41","Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesMicro USB PortNoMicro USB VersionNoBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11a/b/g/n/acWi-Fi HotspotYesNFCNoUSB TetheringYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity6000 mAhTalk Time32 HrsDual BatteryNo,6000.0,64.0,4.0
"REDMI 11 Prime 5G (Chrome Silver, 64 GB)",4.2,12999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/u/8/-original-imaggfuphhftryvg.jpeg?q=70,Internal Storage64 GBRAM4 GB,Operating System12Primary Clock Speed2.2 GHz,Network Type5GSupported Networks5G,Battery Capacity5000 mAh,5000.0,64.0,4.0
"REDMI 11 Prime (Playful Green, 64 GB)",4.3,9999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/p/m/11-prime-mzb0cepin-redmi-original-imagzqvrhmzjeedx.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage512 GBMemory Card Slot TypeDedicated SlotCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeHelio G99Processor CoreOcta CorePrimary Clock Speed2.2 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE FDD: B1/B3/B5/B8, 4G LTE TDD: B40/B41","Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesMicro USB PortYesMicro USB VersionUSB Type CBluetooth SupportYesBluetooth Versionv5.3Wi-FiYesWi-Fi VersionSupports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAhBattery TypeLithium PolymerTalk Time45 Hours,5000.0,64.0,4.0
"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)",4.2,32999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/h/z/-original-imaghkvufhjsnw7q.jpeg?q=70,Internal Storage256 GBRAM12 GBTotal Memory256 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeMediatek Dimensity 1080Processor CoreOcta CorePrimary Clock Speed2.6 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B3/B5/B8, 3G WCDMA: B1/B5/B6/B8/B19, 4G LTE TDD: B34/B38/B39/B40/B41, 4G LTE FDD: B1/B3/B5/B8/B19, 5G SA: N1/N3/N5/N8/N28A/N38/N40/N41/N77/N78, 5G NSA: N38/N40/N41/N77/N78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesMicro USB PortYesMicro USB VersionUSB (Type C)Bluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionWi-Fi 6, Supports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4980 mAhBattery TypeLithium Polymer,4980.0,256.0,12.0
"REDMI A1 (Light Green, 32 GB)",4.2,6250.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/l/p/-original-imagkjwrdh5pzrq6.jpeg?q=70,Internal Storage32 GBRAM2 GB,Operating SystemAndroidPrimary Clock Speed2.2 GHz,Network Type4GSupported Networks4G LTE,Battery Capacity5000 mAh,5000.0,32.0,2.0
"REDMI A1 (Black, 32 GB)",4.2,6100.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/j/g/-original-imagkjwrwzztvye6.jpeg?q=70,Internal Storage32 GBRAM2 GB,Operating SystemAndroidPrimary Clock Speed2.2 MHz,Network Type4GSupported Networks4G LTE,Battery Capacity5000 mAh,5000.0,32.0,2.0
"REDMI 10A (Sea Blue, 64 GB)",4.2,8650.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/7/a/-original-imagdrghghkneesf.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroidProcessor CoreOcta CorePrimary Clock Speed2.2 GHz,Network Type4G VOLTESupported Networks4G VoLTE,Battery Capacity5000 mAh,5000.0,64.0,4.0
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)",4.2,32999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/2/x/-original-imaghkvuqvdctjmx.jpeg?q=70,Internal Storage256 GBRAM12 GBTotal Memory256 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeMediatek Dimensity 1080Processor CoreOcta CorePrimary Clock Speed2.6 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B3/B5/B8, 3G WCDMA: B1/B5/B6/B8/B19, 4G LTE TDD: B34/B38/B39/B40/B41, 4G LTE FDD: B1/B3/B5/B8/B19, 5G SA: N1/N3/N5/N8/N28A/N38/N40/N41/N77/N78, 5G NSA: N38/N40/N41/N77/N78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesMicro USB PortYesMicro USB VersionUSB (Type C)Bluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionWi-Fi 6, Supports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4980 mAhBattery TypeLithium Polymer,4980.0,256.0,12.0
"REDMI 10 (Midnight Black, 64 GB)",4.3,9999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/q/j/-original-imagk4nzwhudqhcz.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage1 TBMemory Card Slot TypeDedicated SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 680Processor CoreOcta CorePrimary Clock Speed2.4 GHzTertiary Clock Speed2.4 GHzOperating Frequency2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE: B1/B3/B5/8/B40/B41","Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesMicro USB PortNoMicro USB VersionNoBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11a/b/g/n/acWi-Fi HotspotYesNFCNoUSB TetheringYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity6000 mAhTalk Time32 HrsDual BatteryNo,6000.0,64.0,4.0
"REDMI 10 Prime 2022 (Bifrost Blue, 64 GB)",4.2,12990.0,https://rukminim2.flixcart.com/image/312/312/l3hmwsw0/mobile/0/b/q/10-prime-2022-22011119tl-redmi-original-imagehh7uhfu3beu.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q MIUI 11Processor CoreOcta CorePrimary Clock Speed2.05 GHz,Network Type4GSupported Networks4G LTE,Battery Capacity6000 mAh,6000.0,64.0,4.0
"REDMI 9 Activ (Metallic Purple, 64 GB)",4.2,9980.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/1/a/-original-imag7f5he4efhmtd.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroidProcessor CoreOcta CorePrimary Clock Speed2.3 GHz,"Network Type4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSM",Battery Capacity5000 mAh,5000.0,64.0,4.0
"REDMI Note 12 Pro+ 5G (Obsidian Black, 256 GB)",4.2,32999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/a/b/-original-imaghkvv2u8jxajh.jpeg?q=70,Internal Storage256 GBRAM12 GBTotal Memory256 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeMediatek Dimensity 1080Processor CoreOcta CorePrimary Clock Speed2.6 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B3/B5/B8, 3G WCDMA: B1/B5/B6/B8/B19, 4G LTE TDD: B34/B38/B39/B40/B41, 4G LTE FDD: B1/B3/B5/B8/B19, 5G SA: N1/N3/N5/N8/N28A/N38/N40/N41/N77/N78, 5G NSA: N38/N40/N41/N77/N78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesMicro USB PortYesMicro USB VersionUSB (Type C)Bluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionWi-Fi 6, Supports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4980 mAhBattery TypeLithium Polymer,4980.0,256.0,12.0
"REDMI 9 Activ (Coral Green, 64 GB)",4.2,9200.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/h/o/-original-imag7fng7kfzcfzz.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroidProcessor CoreOcta CorePrimary Clock Speed2.3 GHz,"Network Type4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSM",Battery Capacity5000 mAh,5000.0,64.0,4.0
"REDMI Note 10S (Frost White, 128 GB)",4.4,16499.0,https://rukminim2.flixcart.com/image/312/312/kyeqjrk0/mobile/z/i/b/-original-imagan9qprtsdkab.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage512 GBSupported Memory Card TypeMicroSDMemory Card Slot TypeDedicated SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Helio G95Processor CoreOcta CorePrimary Clock Speed2.05 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B2,B3,B5,B8, 3G WCDMA: B1,B5,B8, 4G LTE FDD: B1,B3,B5,B8, 4G LTE TDD: B40,B41","Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth VersionV5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac/ax (2.4 GHz | 5.0 GHz)Wi-Fi HotspotYesNFCNoUSB TetheringYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAh,5000.0,128.0,6.0
"REDMI 12C (Matte Black, 64 GB)",4.2,8870.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/p/s/12c-22120rn86i-redmi-original-imagzeuq7hkfxefh.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid MIUI 13, Android 12.0Processor CoreOcta CorePrimary Clock Speed2 GHz",Network Type4G VOLTESupported Networks4G VoLTE,Battery Capacity5000 mAh,5000.0,64.0,4.0
"REDMI Note 11S (Horizon Blue, 128 GB)",4.2,16268.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/e/8/-original-imagbwx4mqamdbzj.jpeg?q=70,Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 11Processor CoreOcta CorePrimary Clock Speed90 MHz,"Network Type4G, 3G, 2GSupported Networks4G LTE, 4G VoLTE, CDMA, GSM, UMTS, WCDMA",Battery Capacity5000 mAh,5000.0,128.0,8.0
"REDMI 12c (Royal Blue, 128 GB)",4.2,10690.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/y/p/12c-22120rn86i-redmi-original-imagzfb2bsg8yhcz.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage1 TBMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Q MIUI 13, Android 12.0Processor TypeMediaTek Helio G85Processor CoreOcta CorePrimary Clock Speed2 GHzTertiary Clock Speed2.4 GHzOperating Frequency2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE: B1/B3/B5/8/B40/B41","Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, GSM3GYesGPRSYesBluetooth SupportYesWi-FiYesWi-Fi HotspotYesUSB ConnectivityYesGPS SupportYes",Battery Capacity5000 mAhTalk Time32 HrsDual BatteryNo,5000.0,128.0,6.0
"REDMI 9 Prime (Sunrise Flare, 64 GB)",4.4,11990.0,https://rukminim2.flixcart.com/image/312/312/ke1pnrk0/mobile/g/2/p/mi-redmi-9-prime-m2004j191-original-imafuteqf9gdxdcg.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage512 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated SlotCall Log MemoryYes,"Operating SystemAndroid 10Processor TypeMediaTek Helio G80Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.8 GHzOperating Frequency2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B2/B5/B8, 4G TD-LTE: B40/B41, 4G FDD-LTE: B1/B3/B5/B8","Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesEDGEYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5020 mAhTalk Time31 hrs,5020.0,64.0,4.0
"REDMI 10 Prime (Astral White, 128 GB)",4.2,14990.0,https://rukminim2.flixcart.com/image/312/312/ktbu6q80/mobile/x/e/t/10-prime-10-redmi-original-imag6paxhggdnsjz.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage512 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated SlotCall Log MemoryYes,Operating SystemAndroid Android 11Processor TypeHelio G88Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.8 GHz,"Network Type4G VOLTE, 4GSupported Networks4G VoLTE, 4G LTEPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi VersionWi-Fi 802.11 a/b/g/n/ac, dual-bandWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesMap SupportYesGPS SupportYes",Battery Capacity6000 mAhBattery TypeLi-Po,6000.0,128.0,6.0
"REDMI 9 Activ (Coral Green, 64 GB)",4.2,10000.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/h/o/-original-imag7fng7kfzcfzz.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroidProcessor CoreOcta CorePrimary Clock Speed2.3 GHz,"Network Type4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSM",Battery Capacity5000 mAh,5000.0,64.0,4.0
"REDMI 9 Prime (Mint Green, 128 GB)",4.4,11990.0,https://rukminim2.flixcart.com/image/312/312/ke0a7ww0/mobile/4/r/e/mi-redmi-9-prime-m2004j191-original-imafushhfhy3tbp9.jpeg?q=70,Internal Storage128 GBRAM4 GBExpandable Storage512 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated SlotCall Log MemoryYes,"Operating SystemAndroid 10Processor TypeMediaTek Helio G80Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.8 GHzOperating Frequency2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B2/B5/B8, 4G TD-LTE: B40/B41, 4G FDD-LTE: B1/B3/B5/B8","Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesEDGEYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5020 mAhTalk Time31 hrs,5020.0,128.0,4.0
"REDMI 9 Activ (Carbon Black, 64 GB)",4.2,8988.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/d/y/-original-imagj5u8zygyd2wt.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage512 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Helio G35Processor CoreOcta CorePrimary Clock Speed2.3 GHzSecondary Clock Speed2.3 GHzTertiary Clock Speed2.3 GHzOperating Frequency2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE TDD: B40/B41, 4G LTE FDD: B1/B3/B5/B8","Network Type4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesMicro USB PortYesMicro USB Version2.0Bluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11 a/b/g/nWi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAhBattery TypeLi-PoTalk Time37 hours,5000.0,64.0,4.0
"REDMI Note 11S (Space Black, 128 GB)",4.1,15980.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/8/a/-original-imagbwx4ahgqxgg9.jpeg?q=70,Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 11Processor CoreOcta CorePrimary Clock Speed90 MHz,"Network Type4G, 3G, 2GSupported Networks4G LTE, 4G VoLTE, CDMA, GSM, UMTS, WCDMA",Battery Capacity5000 mAh,5000.0,128.0,6.0
"REDMI K50i 5G (Stealth Black, 128 GB)",4.1,20999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/s/g/-original-imagq35cvc36ahur.jpeg?q=70,Internal Storage128 GBRAM6 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeDimensity 8100Processor CoreOcta CorePrimary Clock Speed2.85 GHzSecondary Clock Speed2 GHzOperating Frequency2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B2/B4/B5/B8, 4G LTE TDD: B38/B40/B41, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B20/B28A, 5G NSA+SA: N1/N3/N5/N7/N8/N20/N28A/N38/N40/N41/N77/N78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesMicro USB PortYesMicro USB VersionUSB Type CBluetooth SupportYesBluetooth Versionv5.3Wi-Fi VersionSupports 2.4 GHz and 5 GHz Dual Band, Supports WiFi 6Wi-Fi HotspotYesMini HDMI PortNoNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5080 mAhBattery TypeLithium PolymerTalk Time30.5 Hours,5080.0,128.0,6.0
